user_id,article_1,article_2,article_3,article_4,article_5
202193,337192,277492,284096,354086,128260
202194,58580,313920,277067,236566,293513
202195,199197,162765,156560,337890,336476
202196,96210,288440,284583,20691,336245
202197,218028,214753,61594,215613,315146
202198,331116,218028,202355,288440,168838
202199,336254,277107,30389,283009,331116
202200,336223,208518,336499,119193,95716
202201,175040,272143,199198,198659,156560
202202,198659,199197,64329,199198,156560
202203,182394,272143,198659,175040,64329
202204,336254,289003,331116,157478,57966
202205,277107,289003,336254,331116,283009
202206,198659,199197,64329,199198,156560
202207,199197,162765,156560,337890,336476
202208,299152,276970,123909,284422,284985
202209,284583,20691,313920,58580,96210
202210,284583,20691,57616,336245,277067
202211,331116,218028,202355,209236,162378
202212,270607,50504,245161,307566,285377
202213,336221,129591,235870,4492,234698
202214,206571,235105,65930,277107,206415
202215,199198,272143,64329,174691,313620
202216,289003,336254,331116,157478,57966
202217,336220,337192,128260,277492,289090
202218,124228,123757,124748,271677,123290
202219,277107,336254,289003,283009,157478
202220,336254,289003,331116,157478,57966
202221,175040,272143,199198,199197,198659
202222,183176,337192,277492,119534,354086
202223,202355,285908,206785,207603,202381
202224,175040,272143,199198,198659,156560
202225,284096,354086,277492,36399,337192
202226,299767,178365,300755,32714,299834
202227,198659,199198,64329,324823,96077
202228,277492,183176,288435,235854,119534
202229,202320,202381,207603,285908,206785
202230,336221,234698,64409,235616,235870
202231,336254,277107,331116,283009,289003
202232,277107,336254,331116,289003,57966
202233,48403,119193,95716,59057,141894
202234,199198,198659,64329,324823,96077
202235,336220,289090,277492,337192,128260
202236,123818,123757,124352,123289,123290
202237,202381,206785,289003,336254,207603
202238,277107,336254,289003,202320,206785
202239,87174,161506,87231,87211,87236
202240,352979,277107,283009,289003,336254
202241,234698,336221,235870,95716,119193
202242,284096,235854,277492,156843,289090
202243,336221,234698,48403,235870,95716
202244,336221,235616,234698,156964,235870
202245,128260,277492,307779,354086,183176
202246,314770,284622,42630,156808,118683
202247,96210,336245,61395,20691,271262
202248,175040,272143,199198,198659,156560
202249,336221,156964,235870,214631,64409
202250,30389,336254,352979,277107,331116
202251,32082,289090,336221,235870,336220
202252,7694,96077,352092,187065,9032
202253,277107,336254,289003,283009,39894
202254,336223,303180,288320,270229,119193
202255,293513,96210,194289,236610,20691
202256,336254,277107,289003,30389,283009
202257,198659,199198,64329,324823,96077
202258,198613,224075,199197,198224,49067
202259,277107,336254,289003,331116,352979
202260,237822,175423,199474,293513,337143
202261,234698,235870,336221,235616,261784
202262,208981,209245,234868,298978,107171
202263,70519,234698,61196,69133,64409
202264,234698,336221,156964,235870,64409
202265,284583,20691,96210,336245,158283
202266,199197,198659,64329,324823,199198
202267,175040,272143,199198,198659,156560
202268,331116,158541,199372,87181,157867
202269,277107,289003,202320,336254,202381
202270,58580,20691,236566,336245,313920
202271,182394,272143,198659,175040,64329
202272,293062,293114,331737,293050,118391
202273,124748,123290,124350,123757,124352
202274,270607,245161,50504,285377,236610
202275,336221,156964,214631,336220,235870
202276,254404,255947,255936,254370,255397
202277,124228,271677,124748,123818,331738
202278,198659,199197,64329,199198,156560
202279,336221,156964,235870,64409,234698
202280,307054,237822,213877,292390,214085
202281,236171,107069,207540,205879,149599
202282,293050,87228,87236,233658,87231
202283,336254,277107,283009,289003,157478
202284,7694,96077,352092,9032,164291
202285,218028,331116,209122,202355,50644
202286,277492,128260,336220,289090,234698
202287,119534,183176,128260,277492,111043
202288,288325,129591,315105,336223,59057
202289,175040,272143,199198,198659,156560
202290,183467,236428,237480,100940,239635
202291,336254,289003,157478,331116,97530
202292,270607,199474,337143,336245,96210
202293,96210,300234,237580,233842,271262
202294,158461,121359,9032,166585,166215
202295,289003,331116,157478,336254,57966
202296,198659,199197,64329,199198,156560
202297,285533,336245,96210,199990,183176
202298,234000,167259,2907,2197,182472
202299,84892,84061,84627,78998,114562
202300,39894,352979,277107,336254,289003
202301,331116,202355,218028,336245,237822
202302,7694,96077,352092,9032,164291
202303,303180,59057,288320,336223,270229
202304,123613,133160,272218,124549,284985
202305,337192,128260,277492,336220,288435
202306,293513,270607,50504,245161,2175
202307,289003,207603,336254,157478,331116
202308,277107,336254,289003,283009,39894
202309,283009,336254,277107,157478,39894
202310,331116,202355,218028,215613,315146
202311,162765,156560,337890,336476,272143
202312,234698,336221,235870,156964,235616
202313,293301,257291,156654,233717,199197
202314,323949,25325,284422,313619,315088
202315,175040,272143,199198,198659,156560
202316,293114,293050,284985,123289,124350
202317,108856,83534,293114,338339,332385
202318,271262,65991,58580,38625,236610
202319,276970,123909,95972,285379,236207
202320,289090,336220,277492,128260,235854
202321,336221,277492,235854,289090,234698
202322,336254,289003,331116,206785,157478
202323,202388,203199,70591,206735,202372
202324,289003,336254,331116,157478,57966
202325,209236,218028,162378,331116,166322
202326,162765,156560,337890,336476,272143
202327,277107,289003,336254,283009,39894
202328,271262,284583,236610,313920,284773
202329,157332,218337,96077,156447,260859
202330,57777,218432,216100,263746,298849
202331,293513,199474,284583,96210,20691
202332,337192,336220,277492,289090,284096
202333,272143,175040,199198,162765,156560
202334,32502,289080,96210,336245,183176
202335,276970,123909,95972,285379,233420
202336,198659,284547,313431,64329,199197
202337,277107,336254,30389,331116,289003
202338,337082,,,,
202339,108855,323550,271921,286321,257291
202340,336254,157478,289003,331116,285849
202341,283009,336254,277107,39894,157478
202342,57966,157478,289003,336254,97530
202343,183176,215993,257672,234698,111043
202344,324642,48647,332442,60237,354022
202345,111043,183176,283505,215993,128260
202346,264771,141004,161506,48878,214283
202347,58580,236566,277067,313920,284583
202348,57966,97530,157478,283791,289003
202349,128260,183176,288435,277492,119534
202350,336254,277107,289003,283009,39894
202351,336220,337192,32082,277492,289090
202352,336254,157478,289003,97530,30389
202353,289003,277107,336254,283009,39894
202354,202355,206785,218028,331116,209236
202355,209236,218028,331116,162378,214753
202356,277107,336254,39894,283009,289003
202357,129029,100838,74547,208077,74585
202358,277107,336254,30389,289003,352979
202359,336254,218028,289003,331116,214753
202360,202388,183176,70591,119534,235854
202361,336220,337192,128260,234267,235854
202362,133160,31520,161506,141004,214283
202363,277492,337192,307779,352901,336220
202364,2303,9032,7694,140349,141448
202365,214800,293301,160132,276946,111210
202366,234698,336221,235870,336223,303180
202367,59057,141004,336223,303180,288320
202368,199372,157867,260775,168838,284583
202369,284422,124194,283392,157844,29766
202370,234698,336221,235870,300082,95716
202371,7694,96077,352092,9032,164291
202372,198659,199197,64329,156560,199198
202373,177168,176885,176853,177218,172294
202374,198659,64329,199198,156560,324823
202375,218028,331116,214753,202355,315146
202376,289090,234698,336220,235616,336221
202377,331116,209236,218028,162378,336254
202378,162765,156560,337890,336476,272143
202379,162765,156560,337890,336476,272143
202380,183176,111043,337192,336220,128260
202381,289090,336220,234698,277491,336221
202382,348112,285533,327984,336245,119522
202383,283009,336254,277107,39894,157478
202384,336254,277107,331116,283009,289003
202385,129434,31520,198199,348113,133160
202386,175040,272143,199198,198659,156560
202387,202355,202559,206785,331116,218028
202388,235870,336221,95716,156964,234698
202389,331116,336254,289003,157478,218028
202390,198659,199198,64329,324823,187065
202391,336254,331116,218028,289003,157478
202392,331116,57966,157478,289003,336254
202393,59057,288320,336223,236553,31836
202394,202388,70591,206735,149745,219822
202395,272143,175040,199198,162765,156560
202396,141004,161506,133160,63307,87192
202397,218337,157332,156447,107039,156808
202398,156560,162765,156447,272143,157332
202399,336254,289003,277107,331116,157478
202400,160940,337735,293114,96755,158906
202401,7694,96077,352092,9032,164291
202402,199198,272143,64329,174691,313620
202403,236610,293513,58580,337143,199474
202404,160940,337735,293114,96755,158906
202405,107226,207024,128394,96256,207035
202406,234698,336221,235870,300082,95716
202407,264559,49282,313160,156296,168564
202408,336254,331116,289003,362914,157478
202409,129434,31520,198199,301030,336380
202410,157078,58193,207982,206090,161602
202411,36162,277107,289003,211442,336254
202412,199198,272143,64329,174691,313620
202413,277492,245581,133899,245218,284096
202414,336254,277107,30389,331116,283009
202415,199198,198659,175040,272143,156560
202416,337735,160940,96755,284985,124749
202417,277107,336254,283009,36162,289003
202418,360563,361041,363139,361003,362558
202419,133160,129434,198199,348113,341288
202420,156625,276970,168623,95972,36394
202421,183176,284339,288435,277492,234698
202422,162765,156560,337890,336476,272143
202423,271262,313920,58580,96210,20691
202424,20691,336245,337441,32088,288440
202425,304147,304353,199198,123909,95972
202426,331116,336254,289003,352979,202355
202427,108855,257291,233717,293301,323550
202428,234698,336221,156964,235870,141004
202429,198659,199198,64329,324823,96077
202430,272143,175040,199198,162765,156560
202431,314770,284622,42630,156808,118683
202432,2303,140349,141448,237297,9032
202433,156808,158082,13925,162655,224075
202434,162765,156560,337890,336476,272143
202435,20691,336245,337441,96210,288440
202436,297906,199591,199940,96999,149623
202437,271262,20691,57616,284583,336245
202438,175040,272143,199198,198659,156560
202439,20691,284583,57616,236610,271262
202440,277492,183176,288435,119534,128260
202441,234698,235870,95716,336221,277491
202442,293114,124749,42112,96755,84117
202443,198659,64329,199198,156560,324823
202444,162765,156560,337890,336476,272143
202445,337143,202652,159275,293513,245030
202446,199197,156560,272143,156447,162765
202447,57966,157478,97530,331116,289003
202448,140528,284985,123698,124350,124749
202449,336220,235616,289090,336221,234267
202450,175423,199474,293513,284154,198567
202451,183176,111043,233688,128260,283505
202452,207469,286086,100948,207174,205861
202453,284583,236610,288627,293513,284773
202454,337192,336220,277492,289090,128260
202455,293513,284583,271262,285377,20691
202456,271262,49282,293513,183176,58580
202457,235652,161506,141004,133160,63307
202458,124748,123757,123289,124352,123290
202459,299767,178365,300755,32714,299834
202460,95972,276970,156625,168623,36394
202461,336254,283009,277107,39894,331116
202462,96210,288440,284583,57616,20691
202463,183176,289090,119534,128260,235854
202464,285343,313602,,,
202465,293513,270607,96210,50504,284583
202466,235870,95716,336221,156964,234698
202467,288320,69960,352983,336223,95716
202468,183176,277492,235854,119534,354086
202469,313840,286726,162765,218337,337540
202470,162765,156560,337890,336476,272143
202471,199197,162765,156560,337890,336476
202472,96210,57616,284583,288440,277067
202473,277107,36162,158772,336254,331116
202474,59057,337735,293114,133160,161506
202475,2303,140349,141448,237297,9032
202476,336254,289003,331116,157478,57966
202477,336221,235870,156964,234698,235616
202478,87236,233658,337735,87228,293114
202479,336221,234698,156964,235870,235616
202480,162765,156560,272143,337890,336476
202481,293513,337143,20691,284583,199474
202482,270607,293513,158882,285377,245161
202483,157332,218337,96077,156447,260859
202484,285533,20691,96210,336245,348109
202485,175040,272143,199198,314770,199197
202486,234698,277492,336221,183176,235870
202487,289003,336254,331116,157478,285849
202488,336254,289003,157478,218028,57966
202489,284096,234698,277492,337192,128260
202490,271103,286110,285906,225065,17080
202491,20691,96210,58081,336245,271262
202492,87174,161506,161801,87231,87211
202493,199198,198659,175040,272143,324823
202494,7694,96077,352092,187065,9032
202495,270607,245161,50504,307566,158882
202496,337735,313996,15448,332385,285793
202497,288320,59057,336223,48403,119193
202498,39894,352979,30389,283009,277107
202499,289090,32082,336220,336221,234698
202500,7694,96077,352092,9032,164291
202501,175040,272143,199198,198659,156560
202502,336254,289003,57966,331116,163705
202503,337143,20691,293513,57748,30938
202504,42422,166284,42492,50823,285298
202505,331116,218028,202355,293513,215613
202506,175040,272143,199198,198659,156560
202507,331116,331780,199474,20691,337143
202508,336221,234698,235870,235616,64409
202509,336254,289003,331116,157478,218028
202510,199198,272143,175040,64329,198659
202511,277107,336254,289003,331116,30389
202512,51244,51226,83359,271376,293513
202513,271262,20691,236610,284773,284583
202514,199197,162765,156560,337890,336476
202515,111043,283505,183176,215993,128260
202516,50504,270607,245161,293514,96986
202517,336220,337192,277492,289090,128260
202518,96210,183176,336245,111043,277492
202519,20691,336245,337441,288440,32088
202520,96210,20691,271262,284583,57616
202521,218337,157332,156447,107039,156808
202522,162765,156560,337890,336476,272143
202523,292409,293401,292655,292510,293079
202524,293050,96480,336314,182256,286209
202525,331116,218028,202355,215613,199474
202526,331116,59156,58793,95913,87215
202527,293513,158882,270607,57748,96210
202528,175040,272143,199198,199197,198659
202529,175040,272143,199198,198659,156560
202530,284583,20691,271262,96210,57616
202531,156843,289090,284096,336220,337192
202532,205824,202320,207603,277107,70986
202533,,,,,
202534,363916,332461,288827,283837,42567
202535,206571,277107,289003,235105,336254
202536,7694,96077,352555,118683,352092
202537,293513,337143,343256,194289,236610
202538,271262,96210,20691,57616,284583
202539,215993,234006,348112,285533,111043
202540,96210,288440,284583,336245,57616
202541,234698,235616,235870,289090,336220
202542,293513,237822,199474,337143,271262
202543,255354,237822,30938,70217,48636
202544,331116,293513,236610,199474,20691
202545,20691,96210,284583,288440,336245
202546,272143,175040,199198,162765,156560
202547,162765,156560,337890,336476,272143
202548,128260,183176,277492,336221,111043
202549,293513,337143,336245,96210,20691
202550,198199,348113,129434,341288,31520
202551,162765,156560,337890,336476,272143
202552,175040,272143,199198,198659,156560
202553,119291,9135,156560,195843,5559
202554,331737,293062,128957,118391,124350
202555,352979,30389,39894,283009,336254
202556,293114,293050,123826,96755,124350
202557,195839,107182,285808,337746,121834
202558,50864,233917,348111,65373,161160
202559,39894,30389,336254,352979,277107
202560,284422,237835,5137,124194,236951
202561,7694,96077,342572,352092,187065
202562,96210,183176,336245,348112,336221
202563,9827,166322,58935,58902,142336
202564,272143,175040,199198,162765,156560
202565,7694,96077,352092,9032,164291
202566,218028,336254,277107,214753,61594
202567,336254,331116,289003,218028,57966
202568,162765,156560,337890,336476,272143
202569,107282,160096,285533,96210,348112
202570,60256,277107,336254,289003,331116
202571,48403,119193,95716,141894,59057
202572,336221,234698,300082,95716,156964
202573,277107,336254,289003,39894,352979
202574,277107,289003,336254,331116,87560
202575,162765,174919,156560,269672,
202576,136075,118357,135899,137361,286161
202577,162765,156560,337890,336476,272143
202578,336254,289003,97530,157478,285849
202579,331116,336254,289003,157478,362914
202580,182394,272143,198659,175040,64329
202581,183176,277492,111043,234698,336221
202582,162765,156560,337890,336476,272143
202583,277107,336254,331116,289003,157478
202584,162765,156560,337890,336476,272143
202585,234698,95716,235870,235616,156964
202586,303565,31520,159177,234987,133160
202587,337192,289090,336220,277492,284096
202588,162765,156560,337890,336476,272143
202589,277107,336254,289003,283009,331116
202590,183176,224354,354086,119534,337192
202591,336254,277107,289003,352979,30389
202592,293114,129434,284985,83534,293050
202593,162765,156560,272143,337890,336476
202594,234698,336221,235870,95716,336223
202595,284583,236610,20691,313920,96210
202596,337192,336220,128260,277492,289090
202597,149738,202384,282940,203215,156737
202598,234006,215993,160096,183176,111043
202599,271262,225010,20691,250043,284583
202600,202652,24767,159275,331116,202355
202601,336245,20691,96210,288440,284583
202602,168623,237835,124194,202676,123909
202603,199198,198659,324823,272143,7694
202604,336221,156964,235870,289090,214631
202605,289003,336254,157478,331116,57966
202606,294107,30760,211442,234481,156279
202607,236610,57616,20691,96210,284583
202608,233717,293301,313431,286161,129029
202609,101980,,,,
202610,284422,236951,132885,124194,157078
202611,337143,166129,336934,159275,163217
202612,285342,2485,338350,58643,313431
202613,20691,96210,336245,96103,337441
202614,255683,181437,184289,255007,256026
202615,20691,293513,284583,271262,285377
202616,336220,128260,277492,337192,288435
202617,7694,96077,352092,187065,9032
202618,336254,283009,277107,289003,39894
202619,29730,300473,225463,226569,298310
202620,162765,156560,337890,336476,272143
202621,199197,313431,284547,272143,271551
202622,283505,215993,183176,111043,234006
202623,336254,277107,283009,289003,39894
202624,162765,156560,337890,336476,272143
202625,299767,178365,300755,32714,299834
202626,277107,289003,336254,283009,39894
202627,175040,272143,199198,198659,156560
202628,270607,293513,50504,245161,194289
202629,336220,128260,289090,277492,235854
202630,336254,218028,214753,61594,215613
202631,289003,331116,57966,157478,336254
202632,336476,348111,175040,272143,156560
202633,284096,234698,235854,277492,336221
202634,198659,64329,324823,156560,272143
202635,331116,218028,199372,304640,95531
202636,187156,96244,313920,57616,284583
202637,7694,195839,96077,198659,218144
202638,111043,283505,215993,183176,96210
202639,293050,293114,338340,124350,123826
202640,20691,284583,96210,57616,336245
202641,288440,336245,96210,20691,337441
202642,59057,161801,270799,235652,288320
202643,31520,336380,198199,129434,133160
202644,234698,235870,95716,336221,315105
202645,277492,183176,128260,354086,119534
202646,289090,336220,336221,234698,235616
202647,95716,234698,235870,271261,315105
202648,331116,215613,214753,315146,218028
202649,59057,336223,288320,31836,48403
202650,215861,235028,124228,198144,123290
202651,123909,95972,283766,195021,195483
202652,288320,59057,336223,48403,119193
202653,59057,96186,95630,161506,270799
202654,336254,289003,331116,157478,57966
202655,199198,272143,175040,64329,198659
202656,162765,156560,337890,336476,272143
202657,141004,214283,133160,161506,87211
202658,166583,224171,166585,164013,288841
202659,303565,336223,159177,87231,87236
202660,293301,214800,111210,58606,276946
202661,97530,157478,57966,277107,289003
202662,9585,293513,285377,337143,20691
202663,314424,234698,156964,336221,64409
202664,293513,236610,270607,20691,96210
202665,289090,336220,234698,336221,277491
202666,289003,336254,157478,57966,30389
202667,336254,277107,283009,289003,39894
202668,96210,20691,111043,183176,336245
202669,353667,337746,283334,199198,272143
202670,7694,96077,352092,9032,164291
202671,205824,70986,234308,50644,205958
202672,289090,235616,336220,336221,207848
202673,32082,336220,289090,29953,234269
202674,284985,160940,124194,337735,124749
202675,198659,199198,64329,324823,96077
202676,271262,284583,236610,20691,96210
202677,336254,289003,331116,157478,57966
202678,208562,283505,96210,233688,336245
202679,123757,123289,123818,124352,124350
202680,175040,272143,199198,198659,156560
202681,293513,270607,285377,20691,96210
202682,277492,336220,337192,128260,289090
202683,183176,111043,215993,283505,128260
202684,183176,277492,128260,119534,289090
202685,207469,286086,100948,207174,205861
202686,235870,336221,156964,95716,64409
202687,331116,336254,289003,57966,157478
202688,160146,166284,218337,341755,272143
202689,20691,96210,336245,183176,288440
202690,96210,20691,288440,336245,215993
202691,70591,183176,354086,202372,128260
202692,277107,289003,336254,283009,39894
202693,331737,118391,293050,293062,128957
202694,198659,199198,64329,324823,96077
202695,289003,336254,157478,97530,331116
202696,336221,235870,234698,235616,156964
202697,202355,289003,336254,331116,277107
202698,336254,289003,157478,97530,57966
202699,272143,175040,199198,162765,156560
202700,331116,218028,202355,215613,214753
202701,123818,123757,124352,124350,123290
202702,175040,272143,199198,198659,156560
202703,289090,336220,277491,235616,234698
202704,353667,198659,64329,199198,156560
202705,162765,156560,337890,336476,272143
202706,234698,235870,95716,300082,336221
202707,293513,20691,271262,96210,288528
202708,336223,95716,59057,119193,288320
202709,234006,111043,215993,183176,283505
202710,157332,218337,96077,156447,260859
202711,352979,336254,39894,30389,289003
202712,336220,289090,336221,235616,235870
202713,237835,284422,234411,216195,293432
202714,48647,60237,60242,332442,91363
202715,336220,337192,277492,284096,128260
202716,175040,272143,199198,314770,182394
202717,293513,20691,337143,284583,96210
202718,58580,313920,236566,277067,283764
202719,96210,288440,20691,336245,337441
202720,199474,293513,20691,96210,271262
202721,234698,235870,336221,95716,277491
202722,7694,96077,352092,9032,164291
202723,272143,175040,199198,162765,156560
202724,183176,277492,128260,119534,354086
202725,39894,352979,277107,30389,336254
202726,336221,234698,336220,235870,235616
202727,183176,119534,277492,354086,235854
202728,199198,272143,64329,174691,313620
202729,353712,351364,353633,351876,353100
202730,293114,293050,284985,123826,338340
202731,270607,57616,245161,293513,236610
202732,283009,277107,336254,39894,157478
202733,331116,277107,336254,218028,289003
202734,331116,218028,209236,162378,264535
202735,336223,31836,161506,264771,59057
202736,183176,111043,354086,128260,277492
202737,156808,158082,13925,162655,224075
202738,175040,272143,199198,198659,156560
202739,198659,199198,96077,7694,64329
202740,162765,156560,337890,336476,272143
202741,336221,48403,234698,119193,271261
202742,331116,202355,218028,215613,199372
202743,277492,354086,337192,284096,352901
202744,225010,96210,20691,313920,284583
202745,234698,336221,235870,336220,156964
202746,284583,57616,20691,96210,277067
202747,199197,272143,169156,162765,156560
202748,156625,276970,168623,95972,36394
202749,183176,128260,354086,119534,111043
202750,293513,20691,337143,96210,270607
202751,162765,156560,337890,336476,272143
202752,128260,277492,289090,234698,336220
202753,336254,289003,331116,157478,57966
202754,288293,198144,341239,157844,215861
202755,277107,336254,331116,289003,352979
202756,129434,272218,123613,284985,293050
202757,234698,235870,336221,95716,277491
202758,336254,331116,289003,30389,57966
202759,255354,199474,237822,293513,331780
202760,336254,289003,30389,39894,331116
202761,293513,271262,225010,20691,199474
202762,7694,96077,352092,9032,164291
202763,96210,271262,284583,288440,236610
202764,175040,272143,199198,199197,198659
202765,20691,336245,96210,111043,288440
202766,162765,156560,337890,336476,272143
202767,293513,270607,20691,96210,271262
202768,87231,87228,157825,87236,87205
202769,336688,324488,162909,160253,225329
202770,234698,235870,95716,156964,300082
202771,270607,245161,293513,50504,96210
202772,352979,277107,283009,336254,289003
202773,293513,158882,270607,271262,57748
202774,96244,284583,332198,57616,20691
202775,8223,8224,8831,16590,8222
202776,157332,218337,96077,156447,260859
202777,272218,129434,338339,337735,160940
202778,284096,337192,235854,289090,70214
202779,162765,156560,337890,336476,272143
202780,293513,288627,49282,156296,31540
202781,272143,175040,199198,218337,156560
202782,119534,111043,181585,128260,159938
202783,160940,235028,215861,293050,198144
202784,128260,277492,354086,288435,234698
202785,20691,96210,284583,336245,57616
202786,353667,198659,337746,199198,283334
202787,202355,331116,202559,218028,215613
202788,293050,338340,123826,293062,124350
202789,272143,64329,156624,336476,285298
202790,336254,289003,331116,218028,157478
202791,162765,156560,337890,336476,272143
202792,123289,124350,124194,123757,123818
202793,141004,161506,235652,133160,161801
202794,336254,289003,331116,157478,57966
202795,237822,199474,337143,175423,293513
202796,336220,337192,277492,235854,354086
202797,289003,336254,202381,157478,331116
202798,198243,48647,32271,290300,337296
202799,107243,202416,71161,203425,233842
202800,20691,284583,271262,96210,57616
202801,336221,234698,289090,336220,235870
202802,277492,354086,337192,128260,336220
202803,254949,254522,256009,198659,255462
202804,156625,276970,95972,168623,25325
202805,234698,336221,336220,289090,235870
202806,175040,272143,199198,198659,156560
202807,20691,288440,336245,96210,284583
202808,162765,156560,337890,336476,272143
202809,277107,42301,336254,289003,331116
202810,272143,199198,336476,199197,175040
202811,198659,199198,324823,64329,299767
202812,289090,336220,235854,234698,235616
202813,277107,336254,289003,283009,352979
202814,277107,336254,289003,30389,283009
202815,209236,202355,206785,331116,218028
202816,336221,234698,156964,58565,235870
202817,63688,65753,207469,169156,69331
202818,218028,331116,202355,214753,215613
202819,58580,57748,236566,277067,313920
202820,162765,224171,272143,156560,337890
202821,336220,289090,336221,234698,235616
202822,283123,283933,190584,285638,215641
202823,96210,20691,234698,183176,336245
202824,7694,96077,352092,9032,164291
202825,218028,331116,202355,215613,315146
202826,277107,336254,331116,30389,289003
202827,114456,336499,203323,208500,95716
202828,198659,199198,64329,324823,96077
202829,161506,133160,161801,141004,63307
202830,202652,337143,159275,293513,284583
202831,199198,198659,64329,324823,96077
202832,111043,96210,336245,183176,215993
202833,270607,245161,50504,307566,158882
202834,277107,336254,289003,218028,214753
202835,277107,289003,336254,331116,283009
202836,96210,20691,271262,236610,336245
202837,272143,175040,199198,156560,218337
202838,313931,336245,96210,20691,96242
202839,96210,336245,288440,183176,111043
202840,199197,284547,313431,129029,156560
202841,331116,199474,337143,293513,343256
202842,284583,20691,96210,293513,336245
202843,36162,211442,156279,30760,234481
202844,284096,337192,352901,277492,336220
202845,183176,119534,277492,284339,235854
202846,293513,20691,284583,96210,270607
202847,183176,224354,96210,206735,70591
202848,323546,324621,324167,202534,202388
202849,336254,331116,289003,57966,157478
202850,13925,158082,224075,107039,156447
202851,199198,272143,64329,174691,313620
202852,58643,208494,,,
202853,95716,119193,59057,48403,270229
202854,289090,336220,277492,128260,235854
202855,272218,124749,96755,284985,293050
202856,95716,271261,336223,243328,59057
202857,276970,108855,156625,123757,124228
202858,162765,156560,337890,336476,272143
202859,96077,7694,157332,156560,272143
202860,331116,289003,57966,336254,157478
202861,336221,235870,156964,234698,59057
202862,293513,215993,234006,271262,236610
202863,277107,336254,289003,331116,39894
202864,336254,289003,57966,331116,157478
202865,111043,183176,215993,283505,128260
202866,162765,156560,337890,336476,272143
202867,270607,245161,50504,293513,96210
202868,336221,235870,234698,156964,277491
202869,283009,336254,277107,157478,39894
202870,218028,336254,214753,215613,315146
202871,289090,336220,261784,277492,337192
202872,108855,286321,323550,156623,271921
202873,288353,207374,242838,362950,73413
202874,234698,235870,156964,95716,336221
202875,175040,272143,199198,198659,156560
202876,331116,218028,199474,202355,214753
202877,336221,234698,95716,174500,235870
202878,195992,313761,15042,195232,61853
202879,313962,284470,235105,337413,32235
202880,284452,276946,293301,159762,233717
202881,58580,96210,313920,284583,293513
202882,205824,50644,205958,70986,36162
202883,336220,235616,289090,234267,234698
202884,111043,96210,20691,336245,183176
202885,215623,221402,39837,181558,39815
202886,199474,337143,293513,114618,20691
202887,183176,202388,307779,159938,354086
202888,336220,235616,234698,336221,234267
202889,157478,57966,289003,331116,336254
202890,175040,272143,199198,198659,156560
202891,32082,336220,289090,29953,336221
202892,336220,337192,32082,235854,277492
202893,7694,96077,352092,9032,164291
202894,336220,235616,289090,277491,234698
202895,336221,183176,277492,354086,156964
202896,293513,199474,288528,20691,96210
202897,336254,218028,289003,331116,57966
202898,234698,277492,235854,128260,235870
202899,111043,336245,285533,183176,96210
202900,234698,336221,300082,235870,64409
202901,123613,272218,124549,284985,240233
202902,336254,289003,331116,57966,157478
202903,336254,289003,218028,304640,214753
202904,58619,208562,177546,31540,337143
202905,277107,336254,289003,331116,283009
202906,289090,336220,128260,336221,235616
202907,162765,156560,337890,336476,272143
202908,20691,96210,336245,183176,128260
202909,336221,234698,95716,48403,119193
202910,284583,236610,20691,57616,96210
202911,7694,96077,352092,187065,9032
202912,336221,234698,242596,336220,95716
202913,289090,234698,235616,336220,336221
202914,336254,283009,277107,157478,39894
202915,20691,336245,337441,32088,284583
202916,191967,348081,348109,348112,257720
202917,199474,270607,337143,20691,245161
202918,141004,59057,214283,161506,288320
202919,235616,289090,336220,234698,336221
202920,199197,272143,284547,313431,235230
202921,272143,175040,199198,162765,156560
202922,175040,272143,199198,198659,156560
202923,70591,202388,208237,202534,235616
202924,336223,95716,303180,59057,288320
202925,162765,156560,337890,336476,272143
202926,129591,336221,261784,235870,234698
202927,202381,285908,206785,277107,207603
202928,133160,124353,324106,303565,159177
202929,59057,336223,303180,31836,48403
202930,162765,156560,337890,336476,272143
202931,234698,235616,289090,336221,336220
202932,289003,336254,331116,157478,57966
202933,289090,336220,235616,208237,235524
202934,327911,336245,20691,271262,96210
202935,198659,175040,272143,199198,64329
202936,124228,271677,124748,123818,123909
202937,96210,20691,336245,119534,183176
202938,234698,235870,289090,95716,336220
202939,272987,271970,59057,277492,128260
202940,162765,156560,337890,336476,272143
202941,175040,272143,199198,198659,156560
202942,96210,288440,336245,20691,32088
202943,208380,124749,96755,293114,203890
202944,331116,218028,202355,284583,199474
202945,215829,31520,272202,133160,220220
202946,272143,257831,107039,149623,286161
202947,272218,301030,97082,338339,108856
202948,175040,272143,199198,198659,156560
202949,199198,198659,64329,324823,96077
202950,336254,289003,331116,57966,157478
202951,331116,215613,202355,360646,199372
202952,255354,237822,220820,70217,48636
202953,111043,119534,181585,128260,159938
202954,336254,30389,277107,289003,331116
202955,331116,343256,218028,202355,293513
202956,7694,96077,9032,164291,289018
202957,331116,336254,289003,157478,57966
202958,233717,272143,293301,50864,160132
202959,175040,272143,199198,198659,156560
202960,336254,283009,277107,331116,157478
202961,48403,119193,95716,59057,271261
202962,119193,95716,315105,48403,59057
202963,162765,156560,337890,336476,272143
202964,235854,234698,284096,277492,354086
202965,168623,271921,32750,199198,293301
202966,218028,214753,61594,215613,315146
202967,162765,156560,337890,336476,272143
202968,175040,272143,199198,198659,156560
202969,119534,183176,128260,307779,235854
202970,96210,336245,183176,354086,277492
